Description A,Judge A,Description B,Judge B,Answer,Chapter,Book,Version
Loss of GABAergic interneurons due to peripheral nerve injury reduces inhibitory control and contributes to Aβ-mediated mechanical hypersensitivity.,True,Loss of GABAergic interneurons due to peripheral nerve injury increases inhibitory control and reduces Aβ-mediated mechanical hypersensitivity.,False,Description A,224,PrincipleNeuralScience,1.0
"Elevation of residual Ca2+ in presynaptic terminals increases the release of glutamate and substance P, contributing to dorsal horn neuron excitability.",True,"Elevation of residual Ca2+ in presynaptic terminals decreases the release of glutamate and substance P, reducing dorsal horn neuron excitability.",False,Description A,224,PrincipleNeuralScience,1.0
Activation of postsynaptic NMDA receptors in dorsal horn neurons results in long-lasting depolarization and increased neural excitability.,True,Activation of postsynaptic NMDA receptors in dorsal horn neurons results in short-lasting hyperpolarization and decreased neural excitability.,False,Description A,224,PrincipleNeuralScience,1.0
Second-messenger systems influenced by NK1 receptors enhance the performance of NMDA receptors during dorsal horn sensitization.,True,Second-messenger systems influenced by NK1 receptors inhibit the performance of NMDA receptors during dorsal horn sensitization.,False,Description A,224,PrincipleNeuralScience,1.0
Peripheral nerve injury can lead to inappropriate engagement of dorsal horn projection neurons by Aβ afferents.,True,Peripheral nerve injury prevents engagement of dorsal horn projection neurons by Aβ afferents.,False,Description A,224,PrincipleNeuralScience,1.0
Microglial cell activation in the dorsal horn releases mediators that enhance excitability and reduce GABAergic inhibition.,True,Microglial cell activation in the dorsal horn releases mediators that suppress excitability and restore GABAergic inhibition.,False,Description A,224,PrincipleNeuralScience,1.0
"The inability to mentalize, or 'mind blindness,' was first tested in children with autism using a simple puppet game, the Sally-Anne test.",True,"The inability to mentalize, or 'mind blindness,' was first tested in children with autism using a complex mathematical game, the Sally-Anne test.",False,Description A,225,PrincipleNeuralScience,1.0
The Sally-Anne test involves Sally putting a ball into her basket before leaving the room.,True,The Sally-Anne test involves Sally putting a ball into her box before leaving the room.,False,Description A,225,PrincipleNeuralScience,1.0
Children with Down syndrome typically pass the Sally-Anne test at a younger age than children with autism.,True,Children with Down syndrome typically do not pass the Sally-Anne test at a younger age than children with autism.,False,Description A,225,PrincipleNeuralScience,1.0
The inferior temporal cortex within the fusiform gyrus is involved in face processing.,True,The superior temporal sulcus is involved in face processing.,False,Description A,225,PrincipleNeuralScience,1.0
The orbitofrontal cortex is implicated in social deficits in autism.,True,The cerebellum is implicated in social deficits in autism.,False,Description A,225,PrincipleNeuralScience,1.0
Functional MRI studies have shown that activity in the mentalizing network is reduced in subjects with ASD.,True,Functional MRI studies have shown that activity in the mentalizing network is increased in subjects with ASD.,False,Description A,225,PrincipleNeuralScience,1.0
The amygdala is involved in the evaluation of social and nonsocial information for indications of danger in the environment.,True,The posterior parietal cortex is involved in the evaluation of social and nonsocial information for indications of danger in the environment.,False,Description A,225,PrincipleNeuralScience,1.0
The medial prefrontal cortex is involved in monitoring one's own thoughts.,True,The supplementary motor area is involved in monitoring one's own thoughts.,False,Description A,225,PrincipleNeuralScience,1.0
It is thought that mentalizing is impaired in ASD with profound effects on social development.,True,It is thought that mentalizing is enhanced in ASD with profound effects on social development.,False,Description A,225,PrincipleNeuralScience,1.0
Face processing involves a region of the inferior temporal cortex within the fusiform gyrus.,True,Face processing involves a region of the superior temporal sulcus.,False,Description A,225,PrincipleNeuralScience,1.0
Young children with ASD show excellent appreciation of physical causes and events.,True,Young children with ASD show poor appreciation of physical causes and events.,False,Description A,225,PrincipleNeuralScience,1.0
Autism Spectrum Disorder Phenotypes Also Share Distinctive Cognitive Abnormalities.,True,Autism Spectrum Disorder Phenotypes Share No Cognitive Abnormalities.,False,Description A,225,PrincipleNeuralScience,1.0
Variations of the Sally-Anne test have been used with children and adults with ASD since the mid-1980s.,True,Variations of the Sally-Anne test have been used with children and adults with ASD since the early 1970s.,False,Description A,225,PrincipleNeuralScience,1.0
"From birth, normal infants prefer to attend to people rather than other stimuli.",True,"From birth, normal infants prefer to attend to inanimate objects rather than people.",False,Description A,225,PrincipleNeuralScience,1.0
Insight into the mental state of others depends on the capacity to mentalize spontaneously.,True,Insight into the mental state of others depends on the capacity to mentalize effortfully.,False,Description A,225,PrincipleNeuralScience,1.0
Neurons born in the germinal zone of the dentate gyrus in adult rodents are integrated into hippocampal circuits.,True,Neurons born in the germinal zone of the dentate gyrus in adult rodents cannot be integrated into hippocampal circuits.,False,Description A,226,PrincipleNeuralScience,1.0
"Neurogenesis in the adult brain was initially met with skepticism, but later confirmed with improved technologies.",True,Neurogenesis in the adult brain was widely accepted immediately without skepticism.,False,Description A,226,PrincipleNeuralScience,1.0
Adult-born neurons are generated near the surface of the lateral ventricles and migrate to the olfactory bulb.,True,Adult-born neurons are generated in the olfactory bulb and migrate to the lateral ventricles.,False,Description A,226,PrincipleNeuralScience,1.0
Adult neurogenesis can be influenced by environmental factors such as enrichment and physical activity.,True,Adult neurogenesis is unaffected by environmental factors such as enrichment and physical activity.,False,Description A,226,PrincipleNeuralScience,1.0
New neurons in the adult brain are highly similar to those born at embryonic stages.,True,New neurons in the adult brain are completely dissimilar to those born at embryonic stages.,False,Description A,226,PrincipleNeuralScience,1.0
The generation of new neurons in adults is linked to certain behaviors mediated by the olfactory bulb and hippocampus.,True,The generation of new neurons in adults has no link to behaviors mediated by the olfactory bulb and hippocampus.,False,Description A,226,PrincipleNeuralScience,1.0
